ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,NumeralAnalysis
Tangkhul-80_eighty-1,,Tangkhul,80_eighty,huŋcɪsət,huŋcɪsət,h u ŋ c ɪ s ə t,,mephd2021,,,^ h u ŋ c ɪ s ə t $,default,
Tangkhul-81_eightyone-1,,Tangkhul,81_eightyone,huŋcɪsəttəɑ:kʰə,huŋcɪsəttəɑ:kʰə,h u ŋ c ɪ s ə tː ə ɑː kʰ ə,,mephd2021,,,^ h u ŋ c ɪ s ə tt ə ɑ: kʰ ə $,default,
Tangkhul-82_eightytwo-1,,Tangkhul,82_eightytwo,huŋcɪsəttəkʰənɪ,huŋcɪsəttəkʰənɪ,h u ŋ c ɪ s ə tː ə kʰ ə n ɪ,,mephd2021,,,^ h u ŋ c ɪ s ə tt ə kʰ ə n ɪ $,default,
Tangkhul-83_eightythree-1,,Tangkhul,83_eightythree,huŋcɪsəttəkətʰum,huŋcɪsəttəkətʰum,h u ŋ c ɪ s ə tː ə k ə tʰ u m,,mephd2021,,,^ h u ŋ c ɪ s ə tt ə k ə tʰ u m $,default,
Tangkhul-84_eightyfour-1,,Tangkhul,84_eightyfour,huŋcɪsəttəmətɪ,huŋcɪsəttəmətɪ,h u ŋ c ɪ s ə tː ə m ə t ɪ,,mephd2021,,,^ h u ŋ c ɪ s ə tt ə m ə t ɪ $,default,
Tangkhul-85_eightyfive-1,,Tangkhul,85_eightyfive,huŋcɪsəttəpʰənɡɑ,huŋcɪsəttəpʰənɡɑ,h u ŋ c ɪ s ə tː ə pʰ ə n g ɑ,,mephd2021,,,^ h u ŋ c ɪ s ə tt ə pʰ ə n ɡ ɑ $,default,
Tangkhul-86_eightysix-1,,Tangkhul,86_eightysix,huŋcɪsəttətʰəru,huŋcɪsəttətʰəru,h u ŋ c ɪ s ə tː ə tʰ ə r u,,mephd2021,,,^ h u ŋ c ɪ s ə tt ə tʰ ə r u $,default,
Tangkhul-87_eightyseven-1,,Tangkhul,87_eightyseven,huŋcɪsəttəsɪnɪ,huŋcɪsəttəsɪnɪ,h u ŋ c ɪ s ə tː ə s ɪ n ɪ,,mephd2021,,,^ h u ŋ c ɪ s ə tt ə s ɪ n ɪ $,default,
Tangkhul-88_eightyeight-1,,Tangkhul,88_eightyeight,huŋcɪsəttəcɪsət,huŋcɪsəttəcɪsət,h u ŋ c ɪ s ə tː ə c ɪ s ə t,,mephd2021,,,^ h u ŋ c ɪ s ə tt ə c ɪ s ə t $,default,
Tangkhul-89_eightynine-1,,Tangkhul,89_eightynine,huŋcɪsəttəcɪko,huŋcɪsəttəcɪko,h u ŋ c ɪ s ə tː ə c ɪ k o,,mephd2021,,,^ h u ŋ c ɪ s ə tt ə c ɪ k o $,default,
Tangkhul-90_ninety-1,,Tangkhul,90_ninety,huŋcɪko,huŋcɪko,h u ŋ c ɪ k o,,mephd2021,,,^ h u ŋ c ɪ k o $,default,
Tangkhul-91_ninetyone-1,,Tangkhul,91_ninetyone,huŋcɪkotəɑ:kʰə,huŋcɪkotəɑ:kʰə,h u ŋ c ɪ k o t ə ɑː kʰ ə,,mephd2021,,,^ h u ŋ c ɪ k o t ə ɑ: kʰ ə $,default,
Tangkhul-92_ninetytwo-1,,Tangkhul,92_ninetytwo,huŋcɪkotəkʰənɪ,huŋcɪkotəkʰənɪ,h u ŋ c ɪ k o t ə kʰ ə n ɪ,,mephd2021,,,^ h u ŋ c ɪ k o t ə kʰ ə n ɪ $,default,
Tangkhul-93_ninetythree-1,,Tangkhul,93_ninetythree,huŋcɪkotəkətʰum,huŋcɪkotəkətʰum,h u ŋ c ɪ k o t ə k ə tʰ u m,,mephd2021,,,^ h u ŋ c ɪ k o t ə k ə tʰ u m $,default,
Tangkhul-94_ninetyfour-1,,Tangkhul,94_ninetyfour,huŋcɪkotəmətɪ,huŋcɪkotəmətɪ,h u ŋ c ɪ k o t ə m ə t ɪ,,mephd2021,,,^ h u ŋ c ɪ k o t ə m ə t ɪ $,default,
Tangkhul-95_ninetyfive-1,,Tangkhul,95_ninetyfive,huŋcɪkotəpʰənɡɑ,huŋcɪkotəpʰənɡɑ,h u ŋ c ɪ k o t ə pʰ ə n g ɑ,,mephd2021,,,^ h u ŋ c ɪ k o t ə pʰ ə n ɡ ɑ $,default,
Tangkhul-96_ninetysix-1,,Tangkhul,96_ninetysix,huŋcɪkotətʰəru,huŋcɪkotətʰəru,h u ŋ c ɪ k o t ə tʰ ə r u,,mephd2021,,,^ h u ŋ c ɪ k o t ə tʰ ə r u $,default,
Tangkhul-97_ninetyseven-1,,Tangkhul,97_ninetyseven,huŋcɪkotəsɪnɪ,huŋcɪkotəsɪnɪ,h u ŋ c ɪ k o t ə s ɪ n ɪ,,mephd2021,,,^ h u ŋ c ɪ k o t ə s ɪ n ɪ $,default,
Tangkhul-98_ninetyeight-1,,Tangkhul,98_ninetyeight,huŋcɪkotəcɪsət,huŋcɪkotəcɪsət,h u ŋ c ɪ k o t ə c ɪ s ə t,,mephd2021,,,^ h u ŋ c ɪ k o t ə c ɪ s ə t $,default,
Tangkhul-99_ninetynine-1,,Tangkhul,99_ninetynine,huŋcɪkotəcɪko,huŋcɪkotəcɪko,h u ŋ c ɪ k o t ə c ɪ k o,,mephd2021,,,^ h u ŋ c ɪ k o t ə c ɪ k o $,default,
Tangkhul-100_hundred-1,,Tangkhul,100_hundred,sɑkʰə,sɑkʰə,s ɑ kʰ ə,,mephd2021,,,^ s ɑ kʰ ə $,default,
Tangkhul-1000_thousand-1,,Tangkhul,1000_thousand,tʰɪŋkʰə,tʰɪŋkʰə,tʰ ɪ ŋ kʰ ə,,mephd2021,,,^ tʰ ɪ ŋ kʰ ə $,default,
Tangkhul-100000_lakh-1,,Tangkhul,100000_lakh,əkʰə lɑ:kʰ,əkʰə_lɑ:kʰ,ə kʰ ə + l ɑː kʰ,,mephd2021,,,^ ə kʰ ə _ l ɑ: kʰ $,default,
Tangkhul-1000000_onemillion-1,,Tangkhul,1000000_onemillion,tʰərɑ lɑ:kʰ,tʰərɑ_lɑ:kʰ,tʰ ə r ɑ + l ɑː kʰ,,mephd2021,,,^ tʰ ə r ɑ _ l ɑ: kʰ $,default,
Tangkhul-100_onehundred-1,,Tangkhul,100_onehundred,sɑkʰə,sɑkʰə,s ɑ kʰ ə,,mephd2021,,,^ s ɑ kʰ ə $,default,
Tangkhul-200_twohundred-1,,Tangkhul,200_twohundred,sɑkʰənɪ,sɑkʰənɪ,s ɑ kʰ ə n ɪ,,mephd2021,,,^ s ɑ kʰ ə n ɪ $,default,
Tangkhul-300_threehundred-1,,Tangkhul,300_threehundred,sɑkətʰum,sɑkətʰum,s ɑ k ə tʰ u m,,mephd2021,,,^ s ɑ k ə tʰ u m $,default,
Tangkhul-400_fourhundred-1,,Tangkhul,400_fourhundred,sɑmətɪ,sɑmətɪ,s ɑ m ə t ɪ,,mephd2021,,,^ s ɑ m ə t ɪ $,default,
Tangkhul-500_fivehundred-1,,Tangkhul,500_fivehundred,sɑpʰənɡɑ,sɑpʰənɡɑ,s ɑ pʰ ə n g ɑ,,mephd2021,,,^ s ɑ pʰ ə n ɡ ɑ $,default,
Tangkhul-600_sixhundred-1,,Tangkhul,600_sixhundred,sɑtʰəru,sɑtʰəru,s ɑ tʰ ə r u,,mephd2021,,,^ s ɑ tʰ ə r u $,default,
Tangkhul-1000_onethousand-1,,Tangkhul,1000_onethousand,tiŋkʰə,tiŋkʰə,t i ŋ kʰ ə,,mephd2021,,,^ t i ŋ kʰ ə $,default,
Tangkhul-2000_twothousand-1,,Tangkhul,2000_twothousand,tiŋkʰənɪ,tiŋkʰənɪ,t i ŋ kʰ ə n ɪ,,mephd2021,,,^ t i ŋ kʰ ə n ɪ $,default,
Tangkhul-3000_threethousand-1,,Tangkhul,3000_threethousand,tiŋkətʰum,tiŋkətʰum,t i ŋ k ə tʰ u m,,mephd2021,,,^ t i ŋ k ə tʰ u m $,default,
Tangkhul-4000_fourthousand-1,,Tangkhul,4000_fourthousand,tiŋmətɪ,tiŋmətɪ,t i ŋ m ə t ɪ,,mephd2021,,,^ t i ŋ m ə t ɪ $,default,
Tangkhul-5000_fivethousand-1,,Tangkhul,5000_fivethousand,tiŋpʰənɡɑ,tiŋpʰənɡɑ,t i ŋ pʰ ə n g ɑ,,mephd2021,,,^ t i ŋ pʰ ə n ɡ ɑ $,default,
Tangkhul-6000_sixthousand-1,,Tangkhul,6000_sixthousand,tiŋtʰəru,tiŋtʰəru,t i ŋ tʰ ə r u,,mephd2021,,,^ t i ŋ tʰ ə r u $,default,
Tangkhul-221_twohundredtwentyone-1,,Tangkhul,221_twohundredtwentyone,sɑkʰəni əpɑ məɡətəɑ:kʰə,sɑkʰəni_əpɑ_məɡətəɑ:kʰə,s ɑ kʰ ə n i + ə p ɑ + m ə g ə t ə ɑː kʰ ə,,mephd2021,,,^ s ɑ kʰ ə n i _ ə p ɑ _ m ə ɡ ə t ə ɑ: kʰ ə $,default,
Tangkhul-506_fivehundredsix-1,,Tangkhul,506_fivehundredsix,sɑpʰənɑ əpɑ tʰəru,sɑpʰənɑ_əpɑ_tʰəru,s ɑ pʰ ə n ɑ + ə p ɑ + tʰ ə r u,,mephd2021,,,^ s ɑ pʰ ə n ɑ _ ə p ɑ _ tʰ ə r u $,default,
Tangkhul-3048_threethousandfortyeight-1,,Tangkhul,3048_threethousandfortyeight,tiŋkətʰum uŋmətɪtəcɪsət,tiŋkətʰum_uŋmətɪtəcɪsət,t i ŋ k ə tʰ u m + u ŋ m ə t ɪ t ə c ɪ s ə t,,mephd2021,,,^ t i ŋ k ə tʰ u m _ u ŋ m ə t ɪ t ə c ɪ s ə t $,default,
Tangkhul-6900_sixthousandninehundred-1,,Tangkhul,6900_sixthousandninehundred,tiŋtʰəru sɑciko,tiŋtʰəru_sɑciko,t i ŋ tʰ ə r u + s ɑ c i k o,,mephd2021,,,^ t i ŋ tʰ ə r u _ s ɑ c i k o $,default,
Tangkhul-7422_seventhousandfourhundredtwentytwo-1,,Tangkhul,7422_seventhousandfourhundredtwentytwo,tiŋseni sɑməti məɡətəkʰənɪ,tiŋseni_sɑməti_məɡətəkʰənɪ,t i ŋ s e n i + s ɑ m ə t i + m ə g ə t ə kʰ ə n ɪ,,mephd2021,,,^ t i ŋ s e n i _ s ɑ m ə t i _ m ə ɡ ə t ə kʰ ə n ɪ $,default,
Tangkhul-6008_sixthousandeight-1,,Tangkhul,6008_sixthousandeight,tiŋtʰəru əpɑ cisət,tiŋtʰəru_əpɑ_cisət,t i ŋ tʰ ə r u + ə p ɑ + c i s ə t,,mephd2021,,,^ t i ŋ tʰ ə r u _ ə p ɑ _ c i s ə t $,default,
Tinkarlo-1_one-1,,Tinkarlo,1_one,tɪɡɛ,tɪɡɛ,t ɪ g ɛ,,mephd2021,,,^ t ɪ ɡ ɛ $,default,
Tinkarlo-2_two-1,,Tinkarlo,2_two,nɪʃjɛ,nɪʃjɛ,n ɪ ʃ j ɛ,,mephd2021,,,^ n ɪ ʃ j ɛ $,default,
Tinkarlo-3_three-1,,Tinkarlo,3_three,sɯm,sɯm,s ɯ m,,mephd2021,,,^ s ɯ m $,default,
Tinkarlo-4_four-1,,Tinkarlo,4_four,pi,pi,p i,,mephd2021,,,^ p i $,default,
Tinkarlo-5_five-1,,Tinkarlo,5_five,ŋəɪ,ŋəɪ,ŋ ə ɪ,,mephd2021,,,^ ŋ ə ɪ $,default,
Tinkarlo-6_six-1,,Tinkarlo,6_six,ʈʊɡo,ʈʊɡo,ʈ ʊ g o,,mephd2021,,,^ ʈ ʊ ɡ o $,default,
Tinkarlo-7_seven-1,,Tinkarlo,7_seven,nʰiʃjɛ,nʰiʃjɛ,nʰ i ʃ j ɛ,,mephd2021,,,^ nʰ i ʃ j ɛ $,default,
Tinkarlo-8_eight-1,,Tinkarlo,8_eight,ɡjədɛ,ɡjədɛ,g j ə d ɛ,,mephd2021,,,^ ɡ j ə d ɛ $,default,
Tinkarlo-9_nine-1,,Tinkarlo,9_nine,ɡʊɪ,ɡʊɪ,g ʊ ɪ,,mephd2021,,,^ ɡ ʊ ɪ $,default,
Tinkarlo-10_ten-1,,Tinkarlo,10_ten,ci,ci,c i,,mephd2021,,,^ c i $,default,
Tinkarlo-11_eleven-1,,Tinkarlo,11_eleven,cjəte,cjəte,c j ə t e,,mephd2021,,,^ c j ə t e $,default,
Tinkarlo-12_twelve-1,,Tinkarlo,12_twelve,cjəne,cjəne,c j ə n e,,mephd2021,,,^ c j ə n e $,default,
Tinkarlo-13_thirteen-1,,Tinkarlo,13_thirteen,cjəsɯm,cjəsɯm,c j ə s ɯ m,,mephd2021,,,^ c j ə s ɯ m $,default,
Tinkarlo-14_fourteen-1,,Tinkarlo,14_fourteen,cjəpi,cjəpi,c j ə p i,,mephd2021,,,^ c j ə p i $,default,
Tinkarlo-15_fifteen-1,,Tinkarlo,15_fifteen,cjəbəŋ,cjəbəŋ,c j ə b ə ŋ,,mephd2021,,,^ c j ə b ə ŋ $,default,
Tinkarlo-16_sixteen-1,,Tinkarlo,16_sixteen,cjəto,cjəto,c j ə t o,,mephd2021,,,^ c j ə t o $,default,
Tinkarlo-17_seventeen-1,,Tinkarlo,17_seventeen,cjɔne,cjɔne,c j ɔ n e,,mephd2021,,,^ c j ɔ n e $,default,
Tinkarlo-18_eighteen-1,,Tinkarlo,18_eighteen,cjəbɡjɛ,cjəbɡjɛ,c j ə b g j ɛ,,mephd2021,,,^ c j ə b ɡ j ɛ $,default,
Tinkarlo-19_nineteen-1,,Tinkarlo,19_nineteen,cɪrɡu,cɪrɡu,c ɪ r g u,,mephd2021,,,^ c ɪ r ɡ u $,default,
Tinkarlo-20_twenty-1,,Tinkarlo,20_twenty,nʰəssɑ,nʰəssɑ,nʰ ə s s ɑ,,mephd2021,,,^ nʰ ə s s ɑ $,default,
Tinkarlo-21_twentyone-1,,Tinkarlo,21_twentyone,nʰəssɑ tɪɡɛ,nʰəssɑ_tɪɡɛ,nʰ ə s s ɑ + t ɪ g ɛ,,mephd2021,,,^ nʰ ə s s ɑ _ t ɪ ɡ ɛ $,default,
Tinkarlo-22_twentytwo-1,,Tinkarlo,22_twentytwo,nʰəssɑ nɪʃjɛ,nʰəssɑ_nɪʃjɛ,nʰ ə s s ɑ + n ɪ ʃ j ɛ,,mephd2021,,,^ nʰ ə s s ɑ _ n ɪ ʃ j ɛ $,default,
Tinkarlo-23_twentythree-1,,Tinkarlo,23_twentythree,nʰəssɑ sɯm,nʰəssɑ_sɯm,nʰ ə s s ɑ + s ɯ m,,mephd2021,,,^ nʰ ə s s ɑ _ s ɯ m $,default,
Tinkarlo-24_twentyfour-1,,Tinkarlo,24_twentyfour,nʰəssɑ pi,nʰəssɑ_pi,nʰ ə s s ɑ + p i,,mephd2021,,,^ nʰ ə s s ɑ _ p i $,default,
Tinkarlo-25_twentyfive-1,,Tinkarlo,25_twentyfive,nʰəssɑ ŋəɪ,nʰəssɑ_ŋəɪ,nʰ ə s s ɑ + ŋ ə ɪ,,mephd2021,,,^ nʰ ə s s ɑ _ ŋ ə ɪ $,default,
Tinkarlo-26_twentysix-1,,Tinkarlo,26_twentysix,nʰəssɑ ʈʊɡo,nʰəssɑ_ʈʊɡo,nʰ ə s s ɑ + ʈ ʊ g o,,mephd2021,,,^ nʰ ə s s ɑ _ ʈ ʊ ɡ o $,default,
Tinkarlo-27_twentyseven-1,,Tinkarlo,27_twentyseven,nʰəssɑ nʰiʃjɛ,nʰəssɑ_nʰiʃjɛ,nʰ ə s s ɑ + nʰ i ʃ j ɛ,,mephd2021,,,^ nʰ ə s s ɑ _ nʰ i ʃ j ɛ $,default,
Tinkarlo-28_twentyeight-1,,Tinkarlo,28_twentyeight,nʰəssɑ ɡjədɛ,nʰəssɑ_ɡjədɛ,nʰ ə s s ɑ + g j ə d ɛ,,mephd2021,,,^ nʰ ə s s ɑ _ ɡ j ə d ɛ $,default,
Tinkarlo-29_twentynine-1,,Tinkarlo,29_twentynine,nʰəssɑ ɡʊɪ,nʰəssɑ_ɡʊɪ,nʰ ə s s ɑ + g ʊ ɪ,,mephd2021,,,^ nʰ ə s s ɑ _ ɡ ʊ ɪ $,default,
Tinkarlo-30_thirty-1,,Tinkarlo,30_thirty,sɯmsɑ,sɯmsɑ,s ɯ m s ɑ,,mephd2021,,,^ s ɯ m s ɑ $,default,
Tinkarlo-31_thirtyone-1,,Tinkarlo,31_thirtyone,sɯmsɑ tɪɡɛ,sɯmsɑ_tɪɡɛ,s ɯ m s ɑ + t ɪ g ɛ,,mephd2021,,,^ s ɯ m s ɑ _ t ɪ ɡ ɛ $,default,
Tinkarlo-32_thirtytwo-1,,Tinkarlo,32_thirtytwo,sɯmsɑ nɪʃjɛ,sɯmsɑ_nɪʃjɛ,s ɯ m s ɑ + n ɪ ʃ j ɛ,,mephd2021,,,^ s ɯ m s ɑ _ n ɪ ʃ j ɛ $,default,
Tinkarlo-33_thirtythree-1,,Tinkarlo,33_thirtythree,sɯmsɑ sɯm,sɯmsɑ_sɯm,s ɯ m s ɑ + s ɯ m,,mephd2021,,,^ s ɯ m s ɑ _ s ɯ m $,default,
Tinkarlo-34_thirtyfour-1,,Tinkarlo,34_thirtyfour,sɯmsɑ pi,sɯmsɑ_pi,s ɯ m s ɑ + p i,,mephd2021,,,^ s ɯ m s ɑ _ p i $,default,
Tinkarlo-35_thirtyfive-1,,Tinkarlo,35_thirtyfive,sɯmsɑ ŋəɪ,sɯmsɑ_ŋəɪ,s ɯ m s ɑ + ŋ ə ɪ,,mephd2021,,,^ s ɯ m s ɑ _ ŋ ə ɪ $,default,
Tinkarlo-36_thirtysix-1,,Tinkarlo,36_thirtysix,sɯmsɑ ʈʊɡo,sɯmsɑ_ʈʊɡo,s ɯ m s ɑ + ʈ ʊ g o,,mephd2021,,,^ s ɯ m s ɑ _ ʈ ʊ ɡ o $,default,
Tinkarlo-37_thirtyseven-1,,Tinkarlo,37_thirtyseven,sɯmsɑ nʰiʃjɛ,sɯmsɑ_nʰiʃjɛ,s ɯ m s ɑ + nʰ i ʃ j ɛ,,mephd2021,,,^ s ɯ m s ɑ _ nʰ i ʃ j ɛ $,default,
Tinkarlo-38_thirtyeight-1,,Tinkarlo,38_thirtyeight,sɯmsɑ ɡjədɛ,sɯmsɑ_ɡjədɛ,s ɯ m s ɑ + g j ə d ɛ,,mephd2021,,,^ s ɯ m s ɑ _ ɡ j ə d ɛ $,default,
Tinkarlo-39_thirtynine-1,,Tinkarlo,39_thirtynine,sɯmsɑ ɡʊɪ,sɯmsɑ_ɡʊɪ,s ɯ m s ɑ + g ʊ ɪ,,mephd2021,,,^ s ɯ m s ɑ _ ɡ ʊ ɪ $,default,
Tinkarlo-40_forty-1,,Tinkarlo,40_forty,pisɑ,pisɑ,p i s ɑ,,mephd2021,,,^ p i s ɑ $,default,
Tinkarlo-41_fortyone-1,,Tinkarlo,41_fortyone,pisɑ tɪɡɛ,pisɑ_tɪɡɛ,p i s ɑ + t ɪ g ɛ,,mephd2021,,,^ p i s ɑ _ t ɪ ɡ ɛ $,default,
Tinkarlo-42_fortytwo-1,,Tinkarlo,42_fortytwo,pisɑ nɪʃjɛ,pisɑ_nɪʃjɛ,p i s ɑ + n ɪ ʃ j ɛ,,mephd2021,,,^ p i s ɑ _ n ɪ ʃ j ɛ $,default,
Tinkarlo-43_fortythree-1,,Tinkarlo,43_fortythree,pisɑ sɯm,pisɑ_sɯm,p i s ɑ + s ɯ m,,mephd2021,,,^ p i s ɑ _ s ɯ m $,default,
Tinkarlo-44_fortyfour-1,,Tinkarlo,44_fortyfour,pisɑ pi,pisɑ_pi,p i s ɑ + p i,,mephd2021,,,^ p i s ɑ _ p i $,default,
Tinkarlo-45_fortyfive-1,,Tinkarlo,45_fortyfive,pisɑ ŋəɪ,pisɑ_ŋəɪ,p i s ɑ + ŋ ə ɪ,,mephd2021,,,^ p i s ɑ _ ŋ ə ɪ $,default,
Tinkarlo-46_fortysix-1,,Tinkarlo,46_fortysix,pisɑ ʈʊɡo,pisɑ_ʈʊɡo,p i s ɑ + ʈ ʊ g o,,mephd2021,,,^ p i s ɑ _ ʈ ʊ ɡ o $,default,
Tinkarlo-47_fortyseven-1,,Tinkarlo,47_fortyseven,pisɑ nʰiʃjɛ,pisɑ_nʰiʃjɛ,p i s ɑ + nʰ i ʃ j ɛ,,mephd2021,,,^ p i s ɑ _ nʰ i ʃ j ɛ $,default,
Tinkarlo-48_fortyeight-1,,Tinkarlo,48_fortyeight,pisɑ ɡjədɛ,pisɑ_ɡjədɛ,p i s ɑ + g j ə d ɛ,,mephd2021,,,^ p i s ɑ _ ɡ j ə d ɛ $,default,
Tinkarlo-49_fortynine-1,,Tinkarlo,49_fortynine,pisɑ ɡʊɪ,pisɑ_ɡʊɪ,p i s ɑ + g ʊ ɪ,,mephd2021,,,^ p i s ɑ _ ɡ ʊ ɪ $,default,
Tinkarlo-50_fifty-1,,Tinkarlo,50_fifty,ŋɑsɑ,ŋɑsɑ,ŋ ɑ s ɑ,,mephd2021,,,^ ŋ ɑ s ɑ $,default,
Tinkarlo-51_fiftyone-1,,Tinkarlo,51_fiftyone,ŋɑsɑ tɪɡɛ,ŋɑsɑ_tɪɡɛ,ŋ ɑ s ɑ + t ɪ g ɛ,,mephd2021,,,^ ŋ ɑ s ɑ _ t ɪ ɡ ɛ $,default,
Tinkarlo-52_fiftytwo-1,,Tinkarlo,52_fiftytwo,ŋɑsɑ nɪʃjɛ,ŋɑsɑ_nɪʃjɛ,ŋ ɑ s ɑ + n ɪ ʃ j ɛ,,mephd2021,,,^ ŋ ɑ s ɑ _ n ɪ ʃ j ɛ $,default,
Tinkarlo-53_fiftythree-1,,Tinkarlo,53_fiftythree,ŋɑsɑ sɯm,ŋɑsɑ_sɯm,ŋ ɑ s ɑ + s ɯ m,,mephd2021,,,^ ŋ ɑ s ɑ _ s ɯ m $,default,
Tinkarlo-54_fiftyfour-1,,Tinkarlo,54_fiftyfour,ŋɑsɑ pi,ŋɑsɑ_pi,ŋ ɑ s ɑ + p i,,mephd2021,,,^ ŋ ɑ s ɑ _ p i $,default,
Tinkarlo-55_fiftyfive-1,,Tinkarlo,55_fiftyfive,ŋɑsɑ ŋəɪ,ŋɑsɑ_ŋəɪ,ŋ ɑ s ɑ + ŋ ə ɪ,,mephd2021,,,^ ŋ ɑ s ɑ _ ŋ ə ɪ $,default,
Tinkarlo-56_fiftysix-1,,Tinkarlo,56_fiftysix,ŋɑsɑ ʈʊɡo,ŋɑsɑ_ʈʊɡo,ŋ ɑ s ɑ + ʈ ʊ g o,,mephd2021,,,^ ŋ ɑ s ɑ _ ʈ ʊ ɡ o $,default,
Tinkarlo-57_fiftyseven-1,,Tinkarlo,57_fiftyseven,ŋɑsɑ nʰiʃjɛ,ŋɑsɑ_nʰiʃjɛ,ŋ ɑ s ɑ + nʰ i ʃ j ɛ,,mephd2021,,,^ ŋ ɑ s ɑ _ nʰ i ʃ j ɛ $,default,
Tinkarlo-58_fiftyeight-1,,Tinkarlo,58_fiftyeight,ŋɑsɑ ɡjədɛ,ŋɑsɑ_ɡjədɛ,ŋ ɑ s ɑ + g j ə d ɛ,,mephd2021,,,^ ŋ ɑ s ɑ _ ɡ j ə d ɛ $,default,
Tinkarlo-59_fiftynine-1,,Tinkarlo,59_fiftynine,ŋɑsɑ ɡʊɪ,ŋɑsɑ_ɡʊɪ,ŋ ɑ s ɑ + g ʊ ɪ,,mephd2021,,,^ ŋ ɑ s ɑ _ ɡ ʊ ɪ $,default,
Tinkarlo-60_sixty-1,,Tinkarlo,60_sixty,ʈʊɡcʰɑ,ʈʊɡcʰɑ,ʈ ʊ g cʰ ɑ,,mephd2021,,,^ ʈ ʊ ɡ cʰ ɑ $,default,
Tinkarlo-61_sixtyone-1,,Tinkarlo,61_sixtyone,ʈʊɡcʰɑ tɪɡɛ,ʈʊɡcʰɑ_tɪɡɛ,ʈ ʊ g cʰ ɑ + t ɪ g ɛ,,mephd2021,,,^ ʈ ʊ ɡ cʰ ɑ _ t ɪ ɡ ɛ $,default,
Tinkarlo-62_sixtytwo-1,,Tinkarlo,62_sixtytwo,ʈʊɡcʰɑ nɪʃjɛ,ʈʊɡcʰɑ_nɪʃjɛ,ʈ ʊ g cʰ ɑ + n ɪ ʃ j ɛ,,mephd2021,,,^ ʈ ʊ ɡ cʰ ɑ _ n ɪ ʃ j ɛ $,default,
Tinkarlo-63_sixtythree-1,,Tinkarlo,63_sixtythree,ʈʊɡcʰɑ sɯm,ʈʊɡcʰɑ_sɯm,ʈ ʊ g cʰ ɑ + s ɯ m,,mephd2021,,,^ ʈ ʊ ɡ cʰ ɑ _ s ɯ m $,default,
Tinkarlo-64_sixtyfour-1,,Tinkarlo,64_sixtyfour,ʈʊɡcʰɑ pi,ʈʊɡcʰɑ_pi,ʈ ʊ g cʰ ɑ + p i,,mephd2021,,,^ ʈ ʊ ɡ cʰ ɑ _ p i $,default,
Tinkarlo-65_sixtyfive-1,,Tinkarlo,65_sixtyfive,ʈʊɡcʰɑ ŋəɪ,ʈʊɡcʰɑ_ŋəɪ,ʈ ʊ g cʰ ɑ + ŋ ə ɪ,,mephd2021,,,^ ʈ ʊ ɡ cʰ ɑ _ ŋ ə ɪ $,default,
Tinkarlo-66_sixtysix-1,,Tinkarlo,66_sixtysix,ʈʊɡcʰɑ ʈʊɡo,ʈʊɡcʰɑ_ʈʊɡo,ʈ ʊ g cʰ ɑ + ʈ ʊ g o,,mephd2021,,,^ ʈ ʊ ɡ cʰ ɑ _ ʈ ʊ ɡ o $,default,
Tinkarlo-67_sixtyseven-1,,Tinkarlo,67_sixtyseven,ʈʊɡcʰɑ nʰiʃjɛ,ʈʊɡcʰɑ_nʰiʃjɛ,ʈ ʊ g cʰ ɑ + nʰ i ʃ j ɛ,,mephd2021,,,^ ʈ ʊ ɡ cʰ ɑ _ nʰ i ʃ j ɛ $,default,
Tinkarlo-68_sixtyeight-1,,Tinkarlo,68_sixtyeight,ʈʊɡcʰɑ ɡjədɛ,ʈʊɡcʰɑ_ɡjədɛ,ʈ ʊ g cʰ ɑ + g j ə d ɛ,,mephd2021,,,^ ʈ ʊ ɡ cʰ ɑ _ ɡ j ə d ɛ $,default,
Tinkarlo-69_sixtynine-1,,Tinkarlo,69_sixtynine,ʈʊɡcʰɑ ɡʊɪ,ʈʊɡcʰɑ_ɡʊɪ,ʈ ʊ g cʰ ɑ + g ʊ ɪ,,mephd2021,,,^ ʈ ʊ ɡ cʰ ɑ _ ɡ ʊ ɪ $,default,
Tinkarlo-70_seventy-1,,Tinkarlo,70_seventy,ʈʊɡcʰɑ ci,ʈʊɡcʰɑ_ci,ʈ ʊ g cʰ ɑ + c i,,mephd2021,,,^ ʈ ʊ ɡ cʰ ɑ _ c i $,default,
Tinkarlo-71_seventyone-1,,Tinkarlo,71_seventyone,ʈʊɡcʰɑ cjəte,ʈʊɡcʰɑ_cjəte,ʈ ʊ g cʰ ɑ + c j ə t e,,mephd2021,,,^ ʈ ʊ ɡ cʰ ɑ _ c j ə t e $,default,
Tinkarlo-72_seventytwo-1,,Tinkarlo,72_seventytwo,ʈʊɡcʰɑ cjəne,ʈʊɡcʰɑ_cjəne,ʈ ʊ g cʰ ɑ + c j ə n e,,mephd2021,,,^ ʈ ʊ ɡ cʰ ɑ _ c j ə n e $,default,
Tinkarlo-73_seventythree-1,,Tinkarlo,73_seventythree,ʈʊɡcʰɑ cjəsɯm,ʈʊɡcʰɑ_cjəsɯm,ʈ ʊ g cʰ ɑ + c j ə s ɯ m,,mephd2021,,,^ ʈ ʊ ɡ cʰ ɑ _ c j ə s ɯ m $,default,
